EXPTYPE	SAMPLE	TYPE	COUNT
wes	run_4.sample_158	MODIFIER	11598
wes	run_4.sample_158	LOW	12171
wes	run_4.sample_169	HIGH	564
wes	run_4.sample_169	MODERATE	10752
wes	run_4.sample_169	MODIFIER	11766
wes	run_4.sample_169	LOW	12245
wes	run_4.sample_170	HIGH	525
wes	run_4.sample_170	MODERATE	10543
wes	run_4.sample_170	MODIFIER	11464
wes	run_4.sample_170	LOW	11975
wes	run_4.sample_185	HIGH	568
wes	run_4.sample_185	MODERATE	10565
wes	run_4.sample_185	MODIFIER	11206
wes	run_4.sample_185	LOW	12013
wes	run_4.sample_197	HIGH	584
wes	run_4.sample_197	MODERATE	11049
wes	run_4.sample_197	MODIFIER	12301
wes	run_4.sample_197	LOW	12483
wes	run_4.sample_198	HIGH	614
wes	run_4.sample_198	MODERATE	10939
wes	run_4.sample_198	MODIFIER	12298
wes	run_4.sample_198	LOW	12444
wes	run_4.sample_199	HIGH	540
wes	run_4.sample_199	MODERATE	10621
wes	run_4.sample_199	MODIFIER	11770
wes	run_4.sample_199	LOW	12046
wes	run_5.sample_120	HIGH	652
wes	run_5.sample_120	MODERATE	11242
wes	run_5.sample_120	MODIFIER	13925
wes	run_5.sample_120	LOW	13762
wes	run_5.sample_121	HIGH	597
wes	run_5.sample_121	MODERATE	10868
wes	run_5.sample_121	MODIFIER	13622
wes	run_5.sample_121	LOW	13545
wes	run_5.sample_122	HIGH	654
wes	run_5.sample_122	MODERATE	11432
wes	run_5.sample_122	MODIFIER	14000
wes	run_5.sample_122	LOW	14023
wes	run_5.sample_226	HIGH	644
wes	run_5.sample_226	MODERATE	11267
wes	run_5.sample_226	MODIFIER	13732
wes	run_5.sample_226	LOW	13705
wes	run_5.sample_232	HIGH	637
wes	run_5.sample_232	MODERATE	11017
wes	run_5.sample_232	MODIFIER	13661
wes	run_5.sample_232	LOW	13679
wes	run_5.sample_411	HIGH	610
wes	run_5.sample_411	MODERATE	10692
wes	run_5.sample_411	MODIFIER	13462
wes	run_5.sample_411	LOW	13334
wes	run_6.sample_233	HIGH	652
wes	run_6.sample_233	MODERATE	11063
wes	run_6.sample_233	MODIFIER	13752
wes	run_6.sample_233	LOW	13588
wes	run_6.sample_256	HIGH	606
wes	run_6.sample_256	MODERATE	11043
wes	run_6.sample_256	MODIFIER	13620
wes	run_6.sample_256	LOW	13643
wes	run_6.sample_257	HIGH	630
wes	run_6.sample_257	MODERATE	11073
wes	run_6.sample_257	MODIFIER	13596
wes	run_6.sample_257	LOW	13639
wes	run_6.sample_258	HIGH	636
wes	run_6.sample_258	MODERATE	11175
wes	run_6.sample_258	MODIFIER	13731
wes	run_6.sample_258	LOW	13682
wes	run_6.sample_259	HIGH	612
wes	run_6.sample_259	MODERATE	10976
wes	run_6.sample_259	MODIFIER	13592
wes	run_6.sample_259	LOW	13577
wes	run_6.sample_260	HIGH	640
wes	run_6.sample_260	MODERATE	11162
wes	run_6.sample_260	MODIFIER	13736
wes	run_6.sample_260	LOW	13619
wes	run_6.sample_261	HIGH	617
wes	run_6.sample_261	MODERATE	11120
wes	run_6.sample_261	MODIFIER	13659
wes	run_6.sample_261	LOW	13626
wes	run_6.sample_265	HIGH	652
wes	run_6.sample_265	MODERATE	10929
wes	run_6.sample_265	MODIFIER	13550
wes	run_6.sample_265	LOW	13751
wes	run_6.sample_266	HIGH	625
wes	run_6.sample_266	MODERATE	10935
wes	run_6.sample_266	MODIFIER	13451
wes	run_6.sample_266	LOW	13415
wes	run_6.sample_267	HIGH	617
wes	run_6.sample_267	MODERATE	10984
wes	run_6.sample_267	MODIFIER	13629
wes	run_6.sample_267	LOW	13394
wes	run_6.sample_279	HIGH	628
wes	run_6.sample_279	MODERATE	10906
wes	run_6.sample_279	MODIFIER	13734
wes	run_6.sample_279	LOW	13528
wes	run_6.sample_302	HIGH	613
wes	run_6.sample_302	MODERATE	11081
wes	run_6.sample_302	MODIFIER	13569
wes	run_6.sample_302	LOW	13596
wes	run_6.sample_377	HIGH	651
wes	run_6.sample_377	MODERATE	11319
wes	run_6.sample_377	MODIFIER	13584
wes	run_6.sample_377	LOW	13599
wes	run_6.sample_378	HIGH	622
wes	run_6.sample_378	MODERATE	10931
wes	run_6.sample_378	MODIFIER	13381
wes	run_6.sample_378	LOW	13363
wes	run_6.sample_379	HIGH	598
wes	run_6.sample_379	MODERATE	11047
wes	run_6.sample_379	MODIFIER	13650
wes	run_6.sample_379	LOW	13479
wes	run_6.sample_398	HIGH	628
wes	run_6.sample_398	MODERATE	10971
wes	run_6.sample_398	MODIFIER	13684
wes	run_6.sample_398	LOW	13567
wes	run_7.sample_119	HIGH	618
wes	run_7.sample_119	MODERATE	10951
wes	run_7.sample_119	MODIFIER	13615
wes	run_7.sample_119	LOW	13472
wes	run_7.sample_126	HIGH	612
wes	run_7.sample_126	MODERATE	10811
wes	run_7.sample_126	MODIFIER	13391
wes	run_7.sample_126	LOW	13411
wes	run_7.sample_127	HIGH	623
wes	run_7.sample_127	MODERATE	10931
wes	run_7.sample_127	MODIFIER	13477
wes	run_7.sample_127	LOW	13605
wes	run_7.sample_128	HIGH	596
wes	run_7.sample_128	MODERATE	10810
wes	run_7.sample_128	MODIFIER	13252
wes	run_7.sample_128	LOW	13373
wes	run_7.sample_133	HIGH	619
wes	run_7.sample_133	MODERATE	10819
wes	run_7.sample_133	MODIFIER	13208
wes	run_7.sample_133	LOW	13399
wes	run_7.sample_134	HIGH	624
wes	run_7.sample_134	MODERATE	10872
wes	run_7.sample_134	MODIFIER	13618
wes	run_7.sample_134	LOW	13523
wes	run_7.sample_135	HIGH	592
wes	run_7.sample_135	MODERATE	10795
wes	run_7.sample_135	MODIFIER	13213
wes	run_7.sample_135	LOW	13395
wes	run_7.sample_172	HIGH	634
wes	run_7.sample_172	MODERATE	10887
wes	run_7.sample_172	MODIFIER	13310
wes	run_7.sample_172	LOW	13376
wes	run_7.sample_176	HIGH	624
wes	run_7.sample_176	MODERATE	10942
wes	run_7.sample_176	MODIFIER	13409
wes	run_7.sample_176	LOW	13284
wes	run_7.sample_190	HIGH	603
wes	run_7.sample_190	MODERATE	11090
wes	run_7.sample_190	MODIFIER	13807
wes	run_7.sample_190	LOW	13690
wes	run_7.sample_191	HIGH	619
wes	run_7.sample_191	MODERATE	11017
wes	run_7.sample_191	MODIFIER	13599
wes	run_7.sample_191	LOW	13567
wes	run_7.sample_192	HIGH	609
wes	run_7.sample_192	MODERATE	11063
wes	run_7.sample_192	MODIFIER	13653
wes	run_7.sample_192	LOW	13473
wes	run_7.sample_303	HIGH	606
wes	run_7.sample_303	MODERATE	10880
wes	run_7.sample_303	MODIFIER	13239
wes	run_7.sample_303	LOW	13417
wes	run_7.sample_318	HIGH	612
wes	run_7.sample_318	MODERATE	11030
wes	run_7.sample_318	MODIFIER	13537
wes	run_7.sample_318	LOW	13647
wes	run_7.sample_345	HIGH	635
wes	run_7.sample_345	MODERATE	10989
wes	run_7.sample_345	MODIFIER	13628
wes	run_7.sample_345	LOW	13449
wes	run_7.sample_443	HIGH	669
wes	run_7.sample_443	MODERATE	10983
wes	run_7.sample_443	MODIFIER	13598
wes	run_7.sample_443	LOW	13438
wes	run_8.sample_013	HIGH	633
wes	run_8.sample_013	MODERATE	11274
wes	run_8.sample_013	MODIFIER	12746
wes	run_8.sample_013	LOW	12876
wes	run_8.sample_014	HIGH	627
wes	run_8.sample_014	MODERATE	11208
wes	run_8.sample_014	MODIFIER	12579
wes	run_8.sample_014	LOW	12765
wes	run_8.sample_144	HIGH	607
wes	run_8.sample_144	MODERATE	11291
wes	run_8.sample_144	MODIFIER	12807
wes	run_8.sample_144	LOW	13045
wes	run_8.sample_149	HIGH	594
wes	run_8.sample_149	MODERATE	11169
wes	run_8.sample_149	MODIFIER	12708
wes	run_8.sample_149	LOW	12801
wes	run_8.sample_156	HIGH	644
wes	run_8.sample_156	MODERATE	11261
wes	run_8.sample_156	MODIFIER	12581
wes	run_8.sample_156	LOW	12870
wes	run_8.sample_171	HIGH	585
wes	run_8.sample_171	MODERATE	10723
wes	run_8.sample_171	MODIFIER	11619
wes	run_8.sample_171	LOW	12358
wes	run_8.sample_193	HIGH	574
wes	run_8.sample_193	MODERATE	11225
wes	run_8.sample_193	MODIFIER	12022
wes	run_8.sample_193	LOW	12885
wes	run_8.sample_194	HIGH	563
wes	run_8.sample_194	MODERATE	10931
wes	run_8.sample_194	MODIFIER	12105
wes	run_8.sample_194	LOW	12647
wes	run_8.sample_195	HIGH	565
wes	run_8.sample_195	MODERATE	10816
wes	run_8.sample_195	MODIFIER	12035
wes	run_8.sample_195	LOW	12461
wes	run_8.sample_196	HIGH	552
wes	run_8.sample_196	MODERATE	10963
wes	run_8.sample_196	MODIFIER	11863
wes	run_8.sample_196	LOW	12656
wes	run_8.sample_215	HIGH	584
wes	run_8.sample_215	MODERATE	11009
wes	run_8.sample_215	MODIFIER	12246
wes	run_8.sample_215	LOW	12534
wes	run_8.sample_224	HIGH	618
wes	run_8.sample_224	MODERATE	10811
wes	run_8.sample_224	MODIFIER	12229
wes	run_8.sample_224	LOW	12400
wes	run_8.sample_268	HIGH	598
wes	run_8.sample_268	MODERATE	10994
wes	run_8.sample_268	MODIFIER	12055
wes	run_8.sample_268	LOW	12500
wes	run_8.sample_269	HIGH	612
wes	run_8.sample_269	MODERATE	11039
wes	run_8.sample_269	MODIFIER	12561
wes	run_8.sample_269	LOW	12765
wes	run_8.sample_270	HIGH	576
wes	run_8.sample_270	MODERATE	10895
wes	run_8.sample_270	MODIFIER	12647
wes	run_8.sample_270	LOW	12633
wes	run_8.sample_293	HIGH	604
wes	run_8.sample_293	MODERATE	11184
wes	run_8.sample_293	MODIFIER	12362
wes	run_8.sample_293	LOW	12709
wes	run_8.sample_392	HIGH	594
wes	run_8.sample_392	MODERATE	10793
wes	run_8.sample_392	MODIFIER	12244
wes	run_8.sample_392	LOW	12358
wes	run_8.sample_399	HIGH	599
wes	run_8.sample_399	MODERATE	11266
wes	run_8.sample_399	MODIFIER	12537
wes	run_8.sample_399	LOW	12848
wes	run_8.sample_400	HIGH	610
wes	run_8.sample_400	MODERATE	11234
wes	run_8.sample_400	MODIFIER	12594
wes	run_8.sample_400	LOW	12669
wes	run_8.sample_406	HIGH	597
wes	run_8.sample_406	MODERATE	11025
wes	run_8.sample_406	MODIFIER	11766
wes	run_8.sample_406	LOW	12339
wes	run_8.sample_407	HIGH	582
wes	run_8.sample_407	MODERATE	10894
wes	run_8.sample_407	MODIFIER	11735
wes	run_8.sample_407	LOW	12465
wes	run_8.sample_408	HIGH	605
wes	run_8.sample_408	MODERATE	10975
wes	run_8.sample_408	MODIFIER	12195
wes	run_8.sample_408	LOW	12665
wes	run_8.sample_409	HIGH	618
wes	run_8.sample_409	MODERATE	11278
wes	run_8.sample_409	MODIFIER	12544
wes	run_8.sample_409	LOW	12766
wes	run_8.sample_410	HIGH	595
wes	run_8.sample_410	MODERATE	11083
wes	run_8.sample_410	MODIFIER	12549
wes	run_8.sample_410	LOW	12869
wes	run_8.sample_414	HIGH	528
wes	run_8.sample_414	MODERATE	10734
wes	run_8.sample_414	MODIFIER	12099
wes	run_8.sample_414	LOW	12550
wes	run_8.sample_415	HIGH	590
wes	run_8.sample_415	MODERATE	10811
wes	run_8.sample_415	MODIFIER	11933
wes	run_8.sample_415	LOW	12226
wes	run_8.sample_422	HIGH	586
wes	run_8.sample_422	MODERATE	10792
wes	run_8.sample_422	MODIFIER	11439
wes	run_8.sample_422	LOW	12337
wes	run_8.sample_424	HIGH	601
wes	run_8.sample_424	MODERATE	11295
wes	run_8.sample_424	MODIFIER	12233
wes	run_8.sample_424	LOW	13083
wes	run_8.sample_425	HIGH	600
wes	run_8.sample_425	MODERATE	10895
wes	run_8.sample_425	MODIFIER	12056
wes	run_8.sample_425	LOW	12585
wes	run_8.sample_426	HIGH	563
wes	run_8.sample_426	MODERATE	11092
wes	run_8.sample_426	MODIFIER	12095
wes	run_8.sample_426	LOW	12791
wes	run_8.sample_427	HIGH	588
wes	run_8.sample_427	MODERATE	10799
wes	run_8.sample_427	MODIFIER	12212
wes	run_8.sample_427	LOW	12539
wes	run_8.sample_432	HIGH	579
wes	run_8.sample_432	MODERATE	11232
wes	run_8.sample_432	MODIFIER	12416
wes	run_8.sample_432	LOW	12891
wes	run_8.sample_433	HIGH	584
wes	run_8.sample_433	MODERATE	11046
wes	run_8.sample_433	MODIFIER	12073
wes	run_8.sample_433	LOW	12547
wes	run_8.sample_434	HIGH	609
wes	run_8.sample_434	MODERATE	11368
wes	run_8.sample_434	MODIFIER	12700
wes	run_8.sample_434	LOW	12953
wes	run_8.sample_440	HIGH	580
wes	run_8.sample_440	MODERATE	11165
wes	run_8.sample_440	MODIFIER	12426
wes	run_8.sample_440	LOW	12744
wes	run_8.sample_458	HIGH	597
wes	run_8.sample_458	MODERATE	11299
wes	run_8.sample_458	MODIFIER	12637
wes	run_8.sample_458	LOW	12868
wes	run_8.sample_460	HIGH	629
wes	run_8.sample_460	MODERATE	11133
wes	run_8.sample_460	MODIFIER	12485
wes	run_8.sample_460	LOW	12793
wes	run_8.sample_461	HIGH	605
wes	run_8.sample_461	MODERATE	11158
wes	run_8.sample_461	MODIFIER	12397
wes	run_8.sample_461	LOW	12651
wes	run_8.sample_462	HIGH	595
wes	run_8.sample_462	MODERATE	10914
wes	run_8.sample_462	MODIFIER	12116
wes	run_8.sample_462	LOW	12601
wes	run_8.sample_474	HIGH	621
wes	run_8.sample_474	MODERATE	11190
wes	run_8.sample_474	MODIFIER	12279
wes	run_8.sample_474	LOW	12894
wes	run_8.sample_504	HIGH	587
wes	run_8.sample_504	MODERATE	11121
wes	run_8.sample_504	MODIFIER	12539
wes	run_8.sample_504	LOW	12802
wes	run_8.sample_510	HIGH	579
wes	run_8.sample_510	MODERATE	11100
wes	run_8.sample_510	MODIFIER	12332
wes	run_8.sample_510	LOW	12637
wes	run_8.sample_511	HIGH	587
wes	run_8.sample_511	MODERATE	11016
wes	run_8.sample_511	MODIFIER	12396
wes	run_8.sample_511	LOW	12724
wes	run_8.sample_520	HIGH	598
wes	run_8.sample_520	MODERATE	10906
wes	run_8.sample_520	MODIFIER	12302
wes	run_8.sample_520	LOW	12442
wes	run_8.sample_529	HIGH	587
wes	run_8.sample_529	MODERATE	10893
wes	run_8.sample_529	MODIFIER	12250
wes	run_8.sample_529	LOW	12390
wes	run_8.sample_548	HIGH	583
wes	run_8.sample_548	MODERATE	10989
wes	run_8.sample_548	MODIFIER	12327
wes	run_8.sample_548	LOW	12608
wes	run_9.sample_S01	HIGH	566
wes	run_9.sample_S01	MODERATE	10902
wes	run_9.sample_S01	MODIFIER	11971
wes	run_9.sample_S01	LOW	12524
wes	run_9.sample_S02	HIGH	582
wes	run_9.sample_S02	MODERATE	10953
wes	run_9.sample_S02	MODIFIER	12111
wes	run_9.sample_S02	LOW	12539
wes	run_9.sample_S03	HIGH	572
wes	run_9.sample_S03	MODERATE	11006
wes	run_9.sample_S03	MODIFIER	12158
wes	run_9.sample_S03	LOW	12466
wes	run_9.sample_S04	HIGH	583
wes	run_9.sample_S04	MODERATE	11033
wes	run_9.sample_S04	MODIFIER	12139
wes	run_9.sample_S04	LOW	12454
wes	run_9.sample_S05	HIGH	602
wes	run_9.sample_S05	MODERATE	10953
wes	run_9.sample_S05	MODIFIER	12213
wes	run_9.sample_S05	LOW	12432
wes	run_9.sample_S06	HIGH	551
wes	run_9.sample_S06	MODERATE	10749
wes	run_9.sample_S06	MODIFIER	11973
wes	run_9.sample_S06	LOW	12357
wes	run_9.sample_S07	HIGH	604
wes	run_9.sample_S07	MODERATE	11081
wes	run_9.sample_S07	MODIFIER	12395
wes	run_9.sample_S07	LOW	12653
wes	run_9.sample_S08	HIGH	584
wes	run_9.sample_S08	MODERATE	10838
wes	run_9.sample_S08	MODIFIER	11966
wes	run_9.sample_S08	LOW	12528
wes	run_9.sample_S09	HIGH	567
wes	run_9.sample_S09	MODERATE	10583
wes	run_9.sample_S09	MODIFIER	11388
wes	run_9.sample_S09	LOW	12056
wes	run_9.sample_S10	HIGH	566
wes	run_9.sample_S10	MODERATE	10975
wes	run_9.sample_S10	MODIFIER	12281
wes	run_9.sample_S10	LOW	12533
wes	run_9.sample_S11	HIGH	608
wes	run_9.sample_S11	MODERATE	11169
wes	run_9.sample_S11	MODIFIER	12173
wes	run_9.sample_S11	LOW	12726
wes	run_9.sample_S12	HIGH	580
wes	run_9.sample_S12	MODERATE	11076
wes	run_9.sample_S12	MODIFIER	12131
wes	run_9.sample_S12	LOW	12546
ces	run_CE.sample_RB46	HIGH	140
ces	run_CE.sample_RB46	MODERATE	3033
ces	run_CE.sample_RB46	MODIFIER	957
ces	run_CE.sample_RB46	LOW	4315
ces	run_CE.sample_RB62	HIGH	142
ces	run_CE.sample_RB62	MODERATE	3094
ces	run_CE.sample_RB62	MODIFIER	928
ces	run_CE.sample_RB62	LOW	4361
ces	run_CE.sample_RB66	HIGH	148
ces	run_CE.sample_RB66	MODERATE	3070
ces	run_CE.sample_RB66	MODIFIER	918
ces	run_CE.sample_RB66	LOW	4408
wes	runs_1-2.sample_62	HIGH	693
wes	runs_1-2.sample_62	MODERATE	11413
wes	runs_1-2.sample_62	MODIFIER	13005
wes	runs_1-2.sample_62	LOW	13040
wes	runs_1-2.sample_68	HIGH	691
wes	runs_1-2.sample_68	MODERATE	11471
wes	runs_1-2.sample_68	MODIFIER	13173
wes	runs_1-2.sample_68	LOW	13043
wes	runs_2-3-4.sample_83	HIGH	715
wes	runs_2-3-4.sample_83	MODERATE	11555
wes	runs_2-3-4.sample_83	MODIFIER	13321
wes	runs_2-3-4.sample_83	LOW	13112
wes	runs_2-3-4.sample_95	HIGH	685
wes	runs_2-3-4.sample_95	MODERATE	11479
wes	runs_2-3-4.sample_95	MODIFIER	13186
wes	runs_2-3-4.sample_95	LOW	13065
wes	wes_27.sample_26	HIGH	642
wes	wes_27.sample_26	MODERATE	11210
wes	wes_27.sample_26	MODIFIER	12629
wes	wes_27.sample_26	LOW	13078
wes	wes_27.sample_28	HIGH	617
wes	wes_27.sample_28	MODERATE	11066
wes	wes_27.sample_28	MODIFIER	12395
wes	wes_27.sample_28	LOW	12891
wes	wes_27.sample_36	HIGH	663
wes	wes_27.sample_36	MODERATE	11211
wes	wes_27.sample_36	MODIFIER	12565
wes	wes_27.sample_36	LOW	12861
wes	wes_27.sample_37	HIGH	644
wes	wes_27.sample_37	MODERATE	11229
wes	wes_27.sample_37	MODIFIER	12740
wes	wes_27.sample_37	LOW	12933
wes	wes_27.sample_38	HIGH	655
wes	wes_27.sample_38	MODERATE	11379
wes	wes_27.sample_38	MODIFIER	12796
wes	wes_27.sample_38	LOW	12936
wes	wes_27.sample_39	HIGH	628
wes	wes_27.sample_39	MODERATE	11399
wes	wes_27.sample_39	MODIFIER	12912
wes	wes_27.sample_39	LOW	13067
wes	wes_27.sample_40	HIGH	657
wes	wes_27.sample_40	MODERATE	11515
wes	wes_27.sample_40	MODIFIER	12877
wes	wes_27.sample_40	LOW	13132
wes	wes_27.sample_41	HIGH	585
wes	wes_27.sample_41	MODERATE	10706
wes	wes_27.sample_41	MODIFIER	11992
wes	wes_27.sample_41	LOW	12338
wes	wes_27.sample_42	HIGH	585
wes	wes_27.sample_42	MODERATE	10759
wes	wes_27.sample_42	MODIFIER	11984
wes	wes_27.sample_42	LOW	12470
wes	wes_27.sample_43	HIGH	600
wes	wes_27.sample_43	MODERATE	10875
wes	wes_27.sample_43	MODIFIER	12152
wes	wes_27.sample_43	LOW	12391
wes	wes_27.sample_44	HIGH	581
wes	wes_27.sample_44	MODERATE	10704
wes	wes_27.sample_44	MODIFIER	11974
wes	wes_27.sample_44	LOW	12238
wes	wes_27.sample_CH00312	HIGH	609
wes	wes_27.sample_CH00312	MODERATE	11178
wes	wes_27.sample_CH00312	MODIFIER	12562
wes	wes_27.sample_CH00312	LOW	12835
wes	wes_27.sample_CH00313	HIGH	629
wes	wes_27.sample_CH00313	MODERATE	11317
wes	wes_27.sample_CH00313	MODIFIER	12381
wes	wes_27.sample_CH00313	LOW	12924
wes	wes_27.sample_CH0661	HIGH	543
wes	wes_27.sample_CH0661	MODERATE	10178
wes	wes_27.sample_CH0661	MODIFIER	11030
wes	wes_27.sample_CH0661	LOW	11596
wes	wes_27.sample_CH0662	HIGH	536
wes	wes_27.sample_CH0662	MODERATE	9768
wes	wes_27.sample_CH0662	MODIFIER	10358
wes	wes_27.sample_CH0662	LOW	11106
wes	wes_27.sample_CH0663	HIGH	563
wes	wes_27.sample_CH0663	MODERATE	10108
wes	wes_27.sample_CH0663	MODIFIER	10988
wes	wes_27.sample_CH0663	LOW	11544
wes	wes_27.sample_CH0664	HIGH	529
wes	wes_27.sample_CH0664	MODERATE	10097
wes	wes_27.sample_CH0664	MODIFIER	10927
wes	wes_27.sample_CH0664	LOW	11447
wes	wes_27.sample_CH0665	HIGH	557
wes	wes_27.sample_CH0665	MODERATE	10617
wes	wes_27.sample_CH0665	MODIFIER	11755
wes	wes_27.sample_CH0665	LOW	12108
wes	wes_27.sample_CH0666	HIGH	528
wes	wes_27.sample_CH0666	MODERATE	10138
wes	wes_27.sample_CH0666	MODIFIER	11041
wes	wes_27.sample_CH0666	LOW	11691
wes	wes_29.sample_A12	HIGH	681
wes	wes_29.sample_A12	MODERATE	11236
wes	wes_29.sample_A12	MODIFIER	9948
wes	wes_29.sample_A12	LOW	12689
wes	wes_29.sample_A13	HIGH	660
wes	wes_29.sample_A13	MODERATE	11086
wes	wes_29.sample_A13	MODIFIER	10148
wes	wes_29.sample_A13	LOW	12731
wes	wes_29.sample_A14	HIGH	598
wes	wes_29.sample_A14	MODERATE	11236
wes	wes_29.sample_A14	MODIFIER	10181
wes	wes_29.sample_A14	LOW	12713
wes	wes_29.sample_A2	HIGH	1503
wes	wes_29.sample_A2	MODERATE	8358
wes	wes_29.sample_A2	MODIFIER	6305
wes	wes_29.sample_A2	LOW	8319
wes	wes_29.sample_A4	HIGH	666
wes	wes_29.sample_A4	MODERATE	11484
wes	wes_29.sample_A4	MODIFIER	10007
wes	wes_29.sample_A4	LOW	12952
wes	wes_29.sample_A5	HIGH	663
wes	wes_29.sample_A5	MODERATE	11103
wes	wes_29.sample_A5	MODIFIER	9894
wes	wes_29.sample_A5	LOW	12618
wes	wes_29.sample_A6	HIGH	748
wes	wes_29.sample_A6	MODERATE	11124
wes	wes_29.sample_A6	MODIFIER	10029
wes	wes_29.sample_A6	LOW	12558
wes	wes_29.sample_A7	HIGH	619
wes	wes_29.sample_A7	MODERATE	11263
wes	wes_29.sample_A7	MODIFIER	10321
wes	wes_29.sample_A7	LOW	12993
wes	wes_29.sample_CH00827	HIGH	633
wes	wes_29.sample_CH00827	MODERATE	11399
wes	wes_29.sample_CH00827	MODIFIER	12857
wes	wes_29.sample_CH00827	LOW	13037
wes	wes_29.sample_CH00828	HIGH	587
wes	wes_29.sample_CH00828	MODERATE	11401
wes	wes_29.sample_CH00828	MODIFIER	12847
wes	wes_29.sample_CH00828	LOW	13007
wes	wes_29.sample_CH00829	HIGH	616
wes	wes_29.sample_CH00829	MODERATE	11104
wes	wes_29.sample_CH00829	MODIFIER	12679
wes	wes_29.sample_CH00829	LOW	12875
wes	wes_29.sample_CH00833	HIGH	603
wes	wes_29.sample_CH00833	MODERATE	11155
wes	wes_29.sample_CH00833	MODIFIER	12661
wes	wes_29.sample_CH00833	LOW	12680
wes	wes_29.sample_CH00835	HIGH	630
wes	wes_29.sample_CH00835	MODERATE	11108
wes	wes_29.sample_CH00835	MODIFIER	12681
wes	wes_29.sample_CH00835	LOW	12815
wes	wes_29.sample_CH00836	HIGH	627
wes	wes_29.sample_CH00836	MODERATE	11245
wes	wes_29.sample_CH00836	MODIFIER	12642
wes	wes_29.sample_CH00836	LOW	12914
wes	wes_29.sample_CH00839	HIGH	658
wes	wes_29.sample_CH00839	MODERATE	11440
wes	wes_29.sample_CH00839	MODIFIER	12712
wes	wes_29.sample_CH00839	LOW	13044
wes	wes_29.sample_CH00840	HIGH	602
wes	wes_29.sample_CH00840	MODERATE	10999
wes	wes_29.sample_CH00840	MODIFIER	12242
wes	wes_29.sample_CH00840	LOW	12599
wes	wes_31.sample_CH00447	HIGH	581
wes	wes_31.sample_CH00447	MODERATE	11021
wes	wes_31.sample_CH00447	MODIFIER	12083
wes	wes_31.sample_CH00447	LOW	12527
wes	wes_31.sample_CH00449	HIGH	610
wes	wes_31.sample_CH00449	MODERATE	11109
wes	wes_31.sample_CH00449	MODIFIER	12332
wes	wes_31.sample_CH00449	LOW	12602
wes	wes_31.sample_CH00490	HIGH	629
wes	wes_31.sample_CH00490	MODERATE	11066
wes	wes_31.sample_CH00490	MODIFIER	12126
wes	wes_31.sample_CH00490	LOW	12656
wes	wes_31.sample_CH00505	HIGH	618
wes	wes_31.sample_CH00505	MODERATE	11011
wes	wes_31.sample_CH00505	MODIFIER	12453
wes	wes_31.sample_CH00505	LOW	12730
wes	wes_31.sample_CH00825	HIGH	598
wes	wes_31.sample_CH00825	MODERATE	11068
wes	wes_31.sample_CH00825	MODIFIER	12362
wes	wes_31.sample_CH00825	LOW	12756
wes	wes_31.sample_CH00826	HIGH	602
wes	wes_31.sample_CH00826	MODERATE	11016
wes	wes_31.sample_CH00826	MODIFIER	12354
wes	wes_31.sample_CH00826	LOW	12619
wes	wes_31.sample_CH00830	HIGH	629
wes	wes_31.sample_CH00830	MODERATE	11040
wes	wes_31.sample_CH00830	MODIFIER	12264
wes	wes_31.sample_CH00830	LOW	12504
wes	wes_31.sample_CH00831	HIGH	623
wes	wes_31.sample_CH00831	MODERATE	11093
wes	wes_31.sample_CH00831	MODIFIER	12201
wes	wes_31.sample_CH00831	LOW	12739
wes	wes_31.sample_CH00832	HIGH	603
wes	wes_31.sample_CH00832	MODERATE	11139
wes	wes_31.sample_CH00832	MODIFIER	12300
wes	wes_31.sample_CH00832	LOW	12571
wes	wes_31.sample_CH00834	HIGH	597
wes	wes_31.sample_CH00834	MODERATE	11097
wes	wes_31.sample_CH00834	MODIFIER	12525
wes	wes_31.sample_CH00834	LOW	12714
wes	wes_31.sample_CH00837	HIGH	635
wes	wes_31.sample_CH00837	MODERATE	11002
wes	wes_31.sample_CH00837	MODIFIER	12201
wes	wes_31.sample_CH00837	LOW	12531
wes	wes_31.sample_CH00838	HIGH	599
wes	wes_31.sample_CH00838	MODERATE	10974
wes	wes_31.sample_CH00838	MODIFIER	12064
wes	wes_31.sample_CH00838	LOW	12563
